STATE,COUNTY,ALX5E001
Virginia,Westmoreland County,32996
Virginia,Wise County,21500
Virginia,Wythe County,27381
Virginia,York County,41201
Virginia,Alexandria city,62679
Virginia,Bristol city,23015
Virginia,Buena Vista city,21419
Virginia,Charlottesville city,38328
Virginia,Chesapeake city,35536
Virginia,Colonial Heights city,28364
Virginia,Covington city,25309
Virginia,Danville city,22826
Virginia,Emporia city,18494
Virginia,Fairfax city,50029
Virginia,Falls Church city,72325
Virginia,Franklin city,24025
Virginia,Fredericksburg city,35731
Virginia,Galax city,23025
Virginia,Hampton city,30135
Virginia,Harrisonburg city,23202
Virginia,Hopewell city,21927
Virginia,Lexington city,19047
Virginia,Lynchburg city,23863
Virginia,Manassas city,33082
Virginia,Manassas Park city,34326
Virginia,Martinsville city,22836
Virginia,Newport News city,28294
Virginia,Norfolk city,29830
Virginia,Norton city,21741
Virginia,Petersburg city,23611
Virginia,Poquoson city,40258
Virginia,Portsmouth city,26312
Virginia,Radford city,21797
Virginia,Richmond city,33549
Virginia,Roanoke city,27006
Virginia,Salem city,31924
Virginia,Staunton city,30166
Virginia,Suffolk city,34940
Virginia,Virginia Beach city,37776
Virginia,Waynesboro city,27033
Virginia,Williamsburg city,29758
Virginia,Winchester city,30859
Washington,Adams County,20248
Washington,Asotin County,29695
Washington,Benton County,32882
Washington,Chelan County,30870
Washington,Clallam County,30283
Washington,Clark County,35860
Washington,Columbia County,36551
Washington,Cowlitz County,28876
Washington,Douglas County,30544
Washington,Ferry County,25857
Washington,Franklin County,24380
Washington,Garfield County,26742
Washington,Grant County,24280
Washington,Grays Harbor County,27210
Washington,Island County,37087
Washington,Jefferson County,36598
Washington,King County,52462
Washington,Kitsap County,37493
Washington,Kittitas County,29161
Washington,Klickitat County,29521
Washington,Lewis County,27127
Washington,Lincoln County,28891
Washington,Mason County,28862
Washington,Okanogan County,24876
Washington,Pacific County,26109
Washington,Pend Oreille County,28046
Washington,Pierce County,34618
Washington,San Juan County,45777
Washington,Skagit County,33168
Washington,Skamania County,32221
Washington,Snohomish County,39527
Washington,Spokane County,31146
Washington,Stevens County,26896
Washington,Thurston County,35169
Washington,Wahkiakum County,31110
Washington,Walla Walla County,29035
Washington,Whatcom County,32267
Washington,Whitman County,23560
Washington,Yakima County,23459
West Virginia,Barbour County,22899
West Virginia,Berkeley County,29994
West Virginia,Boone County,21751
West Virginia,Braxton County,22269
West Virginia,Brooke County,26678
West Virginia,Cabell County,25271
West Virginia,Calhoun County,20447
West Virginia,Clay County,17239
West Virginia,Doddridge County,24053
West Virginia,Fayette County,21914
West Virginia,Gilmer County,18067
West Virginia,Grant County,23351
West Virginia,Greenbrier County,24581
West Virginia,Hampshire County,24259
West Virginia,Hancock County,26435
West Virginia,Hardy County,27004
West Virginia,Harrison County,28879
West Virginia,Jackson County,25341
West Virginia,Jefferson County,36305
West Virginia,Kanawha County,29253
West Virginia,Lewis County,23820
West Virginia,Lincoln County,21456
West Virginia,Logan County,21936
West Virginia,McDowell County,15047
West Virginia,Marion County,26380
West Virginia,Marshall County,26472
West Virginia,Mason County,24844
West Virginia,Mercer County,22212
West Virginia,Mineral County,25490
West Virginia,Mingo County,20060
West Virginia,Monongalia County,32154
West Virginia,Monroe County,23923
West Virginia,Morgan County,28127
West Virginia,Nicholas County,22335
West Virginia,Ohio County,32429
West Virginia,Pendleton County,25059
West Virginia,Pleasants County,29974
West Virginia,Pocahontas County,25201
West Virginia,Preston County,24890
West Virginia,Putnam County,31587
West Virginia,Raleigh County,25026
West Virginia,Randolph County,24842
West Virginia,Ritchie County,25606
West Virginia,Roane County,21711
West Virginia,Summers County,21437
West Virginia,Taylor County,25214
West Virginia,Tucker County,25686
West Virginia,Tyler County,24924
West Virginia,Upshur County,24070
West Virginia,Wayne County,21553
West Virginia,Webster County,22054
West Virginia,Wetzel County,22546
West Virginia,Wirt County,23568
West Virginia,Wood County,27725
West Virginia,Wyoming County,22703
Wisconsin,Adams County,27241
Wisconsin,Ashland County,23946
Wisconsin,Barron County,29681
Wisconsin,Bayfield County,31825
Wisconsin,Brown County,32874
Wisconsin,Buffalo County,30503
Wisconsin,Burnett County,30342
Wisconsin,Calumet County,35527
Wisconsin,Chippewa County,29991
Wisconsin,Clark County,25382
Wisconsin,Columbia County,34984
Wisconsin,Crawford County,27615
Wisconsin,Dane County,40614
Wisconsin,Dodge County,29726
Wisconsin,Door County,38744
Wisconsin,Douglas County,30153
Wisconsin,Dunn County,28034
Wisconsin,Eau Claire County,30983
Wisconsin,Florence County,32348
Wisconsin,Fond du Lac County,31653
Wisconsin,Forest County,25700
Wisconsin,Grant County,25892
Wisconsin,Green County,33459
Wisconsin,Green Lake County,29207
Wisconsin,Iowa County,34114
Wisconsin,Iron County,28857
Wisconsin,Jackson County,26481
Wisconsin,Jefferson County,31992
Wisconsin,Juneau County,27889
Wisconsin,Kenosha County,32298
Wisconsin,Kewaunee County,30921
Wisconsin,La Crosse County,32565
Wisconsin,Lafayette County,28448
Wisconsin,Langlade County,27618
Wisconsin,Lincoln County,30972
Wisconsin,Manitowoc County,30130
Wisconsin,Marathon County,33189
Wisconsin,Marinette County,28282
Wisconsin,Marquette County,27922
Wisconsin,Menominee County,20313
Wisconsin,Milwaukee County,29270
Wisconsin,Monroe County,29242
Wisconsin,Oconto County,30927
Wisconsin,Oneida County,34910
Wisconsin,Outagamie County,33221
Wisconsin,Ozaukee County,49030
Wisconsin,Pepin County,30827
Wisconsin,Pierce County,33061
Wisconsin,Polk County,30859
Wisconsin,Portage County,31453
Wisconsin,Price County,28882
Wisconsin,Racine County,31572
Wisconsin,Richland County,27597
Wisconsin,Rock County,28945
Wisconsin,Rusk County,25854
Wisconsin,St. Croix County,39287
Wisconsin,Sauk County,30990
Wisconsin,Sawyer County,31772
Wisconsin,Shawano County,29338
Wisconsin,Sheboygan County,31510
Wisconsin,Taylor County,27506
Wisconsin,Trempealeau County,28902
Wisconsin,Vernon County,26198
Wisconsin,Vilas County,33316
Wisconsin,Walworth County,32302
Wisconsin,Washburn County,29584
Wisconsin,Washington County,39055
Wisconsin,Waukesha County,46073
Wisconsin,Waupaca County,32000
Wisconsin,Waushara County,28580
Wisconsin,Winnebago County,32571
Wisconsin,Wood County,31425
Wyoming,Albany County,29146
Wyoming,Big Horn County,24693
Wyoming,Campbell County,34776
Wyoming,Carbon County,29552
Wyoming,Converse County,33693
Wyoming,Crook County,29532
Wyoming,Fremont County,28324
Wyoming,Goshen County,28554
Wyoming,Hot Springs County,30643
Wyoming,Johnson County,36084
Wyoming,Laramie County,35190
Wyoming,Lincoln County,29747
Wyoming,Natrona County,33797
Wyoming,Niobrara County,22958
Wyoming,Park County,35147
Wyoming,Platte County,35312
Wyoming,Sheridan County,35254
Wyoming,Sublette County,35874
Wyoming,Sweetwater County,32603
Wyoming,Teton County,54051
Wyoming,Uinta County,28159
Wyoming,Washakie County,28101
Wyoming,Weston County,28531
Puerto Rico,Adjuntas Municipio,7595
Puerto Rico,Aguada Municipio,9692
Puerto Rico,Aguadilla Municipio,11298
Puerto Rico,Aguas Buenas Municipio,11097
Puerto Rico,Aibonito Municipio,11363
Puerto Rico,Añasco Municipio,10603
Puerto Rico,Arecibo Municipio,10596
Puerto Rico,Arroyo Municipio,8611
Puerto Rico,Barceloneta Municipio,9847
Puerto Rico,Barranquitas Municipio,8537
Puerto Rico,Bayamón Municipio,14782
Puerto Rico,Cabo Rojo Municipio,9903
Puerto Rico,Caguas Municipio,15244
Puerto Rico,Camuy Municipio,10709
Puerto Rico,Canóvanas Municipio,12924
Puerto Rico,Carolina Municipio,16846
Puerto Rico,Cataño Municipio,12796
Puerto Rico,Cayey Municipio,12819
Puerto Rico,Ceiba Municipio,11204
Puerto Rico,Ciales Municipio,9106
Puerto Rico,Cidra Municipio,10980
Puerto Rico,Coamo Municipio,11063
Puerto Rico,Comerío Municipio,7352
Puerto Rico,Corozal Municipio,8124
Puerto Rico,Culebra Municipio,15027
Puerto Rico,Dorado Municipio,16876
Puerto Rico,Fajardo Municipio,12846
Puerto Rico,Florida Municipio,9250
Puerto Rico,Guánica Municipio,7293
Puerto Rico,Guayama Municipio,10387
Puerto Rico,Guayanilla Municipio,9136
Puerto Rico,Guaynabo Municipio,24887
Puerto Rico,Gurabo Municipio,18518
Puerto Rico,Hatillo Municipio,11144
Puerto Rico,Hormigueros Municipio,12479
Puerto Rico,Humacao Municipio,13043
Puerto Rico,Isabela Municipio,9002
Puerto Rico,Jayuya Municipio,7308
Puerto Rico,Juana Díaz Municipio,10550
Puerto Rico,Juncos Municipio,10222
Puerto Rico,Lajas Municipio,7432
Puerto Rico,Lares Municipio,9091
Puerto Rico,Las Marías Municipio,7585
Puerto Rico,Las Piedras Municipio,11475
Puerto Rico,Loíza Municipio,9335
Puerto Rico,Luquillo Municipio,11123
Puerto Rico,Manatí Municipio,11084
Puerto Rico,Maricao Municipio,6118
Puerto Rico,Maunabo Municipio,9319
Puerto Rico,Mayagüez Municipio,10994
Puerto Rico,Moca Municipio,10342
Puerto Rico,Morovis Municipio,9728
Puerto Rico,Naguabo Municipio,9283
Puerto Rico,Naranjito Municipio,9120
Puerto Rico,Orocovis Municipio,8299
Puerto Rico,Patillas Municipio,9636
Puerto Rico,Peñuelas Municipio,9480
Puerto Rico,Ponce Municipio,11393
Puerto Rico,Quebradillas Municipio,10451
Puerto Rico,Rincón Municipio,12507
Puerto Rico,Río Grande Municipio,11341
Puerto Rico,Sabana Grande Municipio,9810
Puerto Rico,Salinas Municipio,9557
Puerto Rico,San Germán Municipio,10535
Puerto Rico,San Juan Municipio,19361
Puerto Rico,San Lorenzo Municipio,11307
Puerto Rico,San Sebastián Municipio,9498
Puerto Rico,Santa Isabel Municipio,11596
Puerto Rico,Toa Alta Municipio,14661
Puerto Rico,Toa Baja Municipio,13106
Puerto Rico,Trujillo Alto Municipio,16482
Puerto Rico,Utuado Municipio,8683
Puerto Rico,Vega Alta Municipio,11735
Puerto Rico,Vega Baja Municipio,11116
Puerto Rico,Vieques Municipio,10426
Puerto Rico,Villalba Municipio,10894
Puerto Rico,Yabucoa Municipio,9929
Puerto Rico,Yauco Municipio,8404
