STATE,COUNTY,ALX5E001
Kentucky,Allen County,22294
Kentucky,Anderson County,27250
Kentucky,Ballard County,25217
Kentucky,Barren County,21869
Kentucky,Bath County,22238
Kentucky,Bell County,15501
Kentucky,Boone County,35991
Kentucky,Bourbon County,27802
Kentucky,Boyd County,26193
Kentucky,Boyle County,26413
Kentucky,Bracken County,24124
Kentucky,Breathitt County,19053
Kentucky,Breckinridge County,23286
Kentucky,Bullitt County,29333
Kentucky,Butler County,22951
Kentucky,Caldwell County,28799
Kentucky,Calloway County,23219
Kentucky,Campbell County,34025
Kentucky,Carlisle County,30065
Kentucky,Carroll County,25217
Kentucky,Carter County,18778
Kentucky,Casey County,18457
Kentucky,Christian County,23021
Kentucky,Clark County,28802
Kentucky,Clay County,15391
Kentucky,Clinton County,21019
Kentucky,Crittenden County,23959
Kentucky,Cumberland County,18728
Kentucky,Daviess County,28806
Kentucky,Edmonson County,21802
Kentucky,Elliott County,13856
Kentucky,Estill County,17746
Kentucky,Fayette County,34442
Kentucky,Fleming County,23593
Kentucky,Floyd County,19471
Kentucky,Franklin County,30711
Kentucky,Fulton County,18247
Kentucky,Gallatin County,23638
Kentucky,Garrard County,26272
Kentucky,Grant County,23721
Kentucky,Graves County,24750
Kentucky,Grayson County,21231
Kentucky,Green County,22506
Kentucky,Greenup County,27722
Kentucky,Hancock County,24830
Kentucky,Hardin County,28606
Kentucky,Harlan County,16468
Kentucky,Harrison County,24154
Kentucky,Hart County,20742
Kentucky,Henderson County,26212
Kentucky,Henry County,25202
Kentucky,Hickman County,28114
Kentucky,Hopkins County,25042
Kentucky,Jackson County,18560
Kentucky,Jefferson County,33251
Kentucky,Jessamine County,31146
Kentucky,Johnson County,21974
Kentucky,Kenton County,33330
Kentucky,Knott County,18475
Kentucky,Knox County,17832
Kentucky,Larue County,24803
Kentucky,Laurel County,22398
Kentucky,Lawrence County,18124
Kentucky,Lee County,17386
Kentucky,Leslie County,15838
Kentucky,Letcher County,20641
Kentucky,Lewis County,19860
Kentucky,Lincoln County,21480
Kentucky,Livingston County,27728
Kentucky,Logan County,24221
Kentucky,Lyon County,26994
Kentucky,McCracken County,32357
Kentucky,McCreary County,14505
Kentucky,McLean County,25610
Kentucky,Madison County,25837
Kentucky,Magoffin County,18243
Kentucky,Marion County,22241
Kentucky,Marshall County,29792
Kentucky,Martin County,18017
Kentucky,Mason County,28411
Kentucky,Meade County,27861
Kentucky,Menifee County,20588
Kentucky,Mercer County,27061
Kentucky,Metcalfe County,19121
Kentucky,Monroe County,23481
Kentucky,Montgomery County,22381
Kentucky,Morgan County,18310
Kentucky,Muhlenberg County,22612
Kentucky,Nelson County,32735
Kentucky,Nicholas County,22212
Kentucky,Ohio County,24297
Kentucky,Oldham County,42272
Kentucky,Owen County,25640
Kentucky,Owsley County,18940
Kentucky,Pendleton County,24120
Kentucky,Perry County,23135
Kentucky,Pike County,22437
Kentucky,Powell County,20841
Kentucky,Pulaski County,24646
Kentucky,Robertson County,22552
Kentucky,Rockcastle County,20892
Kentucky,Rowan County,20488
Kentucky,Russell County,20674
Kentucky,Scott County,32796
Kentucky,Shelby County,32468
Kentucky,Simpson County,24458
Kentucky,Spencer County,33661
Kentucky,Taylor County,23602
Kentucky,Todd County,23143
Kentucky,Trigg County,28264
Kentucky,Trimble County,27237
Kentucky,Union County,23097
Kentucky,Warren County,28558
Kentucky,Washington County,26035
Kentucky,Wayne County,25707
Kentucky,Webster County,22911
Kentucky,Whitley County,20547
Kentucky,Wolfe County,14923
Kentucky,Woodford County,32264
Louisiana,Acadia Parish,23122
Louisiana,Allen Parish,20964
Louisiana,Ascension Parish,34168
Louisiana,Assumption Parish,25752
Louisiana,Avoyelles Parish,22017
Louisiana,Beauregard Parish,26331
Louisiana,Bienville Parish,21491
Louisiana,Bossier Parish,28766
Louisiana,Caddo Parish,26545
Louisiana,Calcasieu Parish,28778
Louisiana,Caldwell Parish,23216
Louisiana,Cameron Parish,28358
Louisiana,Catahoula Parish,22412
Louisiana,Claiborne Parish,16770
Louisiana,Concordia Parish,19092
Louisiana,De Soto Parish,26767
Louisiana,East Baton Rouge Parish,32431
Louisiana,East Carroll Parish,19483
Louisiana,East Feliciana Parish,23612
Louisiana,Evangeline Parish,18770
Louisiana,Franklin Parish,19206
Louisiana,Grant Parish,18801
Louisiana,Iberia Parish,23290
Louisiana,Iberville Parish,23751
Louisiana,Jackson Parish,21594
Louisiana,Jefferson Parish,30374
Louisiana,Jefferson Davis Parish,25474
Louisiana,Lafayette Parish,31892
Louisiana,Lafourche Parish,28683
Louisiana,LaSalle Parish,21654
Louisiana,Lincoln Parish,22863
Louisiana,Livingston Parish,29354
Louisiana,Madison Parish,16671
Louisiana,Morehouse Parish,18494
Louisiana,Natchitoches Parish,19198
Louisiana,Orleans Parish,31385
Louisiana,Ouachita Parish,24361
Louisiana,Plaquemines Parish,29258
Louisiana,Pointe Coupee Parish,28180
Louisiana,Rapides Parish,25984
Louisiana,Red River Parish,22924
Louisiana,Richland Parish,20107
Louisiana,Sabine Parish,22687
Louisiana,St. Bernard Parish,20763
Louisiana,St. Charles Parish,32935
Louisiana,St. Helena Parish,24380
Louisiana,St. James Parish,26739
Louisiana,St. John the Baptist Parish,25968
Louisiana,St. Landry Parish,21162
Louisiana,St. Martin Parish,24997
Louisiana,St. Mary Parish,22839
Louisiana,St. Tammany Parish,34658
Louisiana,Tangipahoa Parish,25163
Louisiana,Tensas Parish,15912
Louisiana,Terrebonne Parish,25924
Louisiana,Union Parish,24030
Louisiana,Vermilion Parish,25342
Louisiana,Vernon Parish,24554
Louisiana,Washington Parish,20177
Louisiana,Webster Parish,18962
Louisiana,West Baton Rouge Parish,29697
Louisiana,West Carroll Parish,22439
Louisiana,West Feliciana Parish,26945
Louisiana,Winn Parish,22107
Maine,Androscoggin County,28956
Maine,Aroostook County,25477
Maine,Cumberland County,40527
Maine,Franklin County,27252
Maine,Hancock County,34361
Maine,Kennebec County,30685
Maine,Knox County,33126
Maine,Lincoln County,33595
Maine,Oxford County,25464
Maine,Penobscot County,28523
Maine,Piscataquis County,24074
Maine,Sagadahoc County,34675
Maine,Somerset County,24386
Maine,Waldo County,29674
Maine,Washington County,25157
Maine,York County,36093
Maryland,Allegany County,23607
Maryland,Anne Arundel County,46629
Maryland,Baltimore County,40105
Maryland,Calvert County,45783
Maryland,Caroline County,29624
Maryland,Carroll County,42083
Maryland,Cecil County,34810
Maryland,Charles County,41717
Maryland,Dorchester County,30293
Maryland,Frederick County,43582
Maryland,Garrett County,30617
Maryland,Harford County,41147
Maryland,Howard County,54628
Maryland,Kent County,36813
Maryland,Montgomery County,54510
Maryland,Prince George's County,37191
Maryland,Queen Anne's County,44754
Maryland,St. Mary's County,40354
Maryland,Somerset County,18772
Maryland,Talbot County,49136
Maryland,Washington County,30464
Maryland,Wicomico County,28080
Maryland,Worcester County,38080
Maryland,Baltimore city,31271
Massachusetts,Barnstable County,44505
Massachusetts,Berkshire County,35616
Massachusetts,Bristol County,35747
Massachusetts,Dukes County,45990
Massachusetts,Essex County,42347
Massachusetts,Franklin County,35908
Massachusetts,Hampden County,30346
Massachusetts,Hampshire County,34838
Massachusetts,Middlesex County,52228
Massachusetts,Nantucket County,55398
Massachusetts,Norfolk County,53889
Massachusetts,Plymouth County,43412
Massachusetts,Suffolk County,42765
Massachusetts,Worcester County,37574
Michigan,Alcona County,25636
Michigan,Alger County,20851
Michigan,Allegan County,29215
Michigan,Alpena County,25957
Michigan,Antrim County,31851
Michigan,Arenac County,24328
Michigan,Baraga County,22920
Michigan,Barry County,31760
Michigan,Bay County,27469
Michigan,Benzie County,29425
Michigan,Berrien County,30864
Michigan,Branch County,25279
Michigan,Calhoun County,26855
Michigan,Cass County,31295
Michigan,Charlevoix County,33620
Michigan,Cheboygan County,26393
Michigan,Chippewa County,25086
Michigan,Clare County,22573
Michigan,Clinton County,34761
Michigan,Crawford County,26294
Michigan,Delta County,27632
Michigan,Dickinson County,29656
Michigan,Eaton County,33427
Michigan,Emmet County,34074
Michigan,Genesee County,27295
Michigan,Gladwin County,25657
Michigan,Gogebic County,25555
Michigan,Grand Traverse County,35405
Michigan,Gratiot County,23616
Michigan,Hillsdale County,25621
Michigan,Houghton County,23421
Michigan,Huron County,27852
Michigan,Ingham County,29380
Michigan,Ionia County,24864
Michigan,Iosco County,25264
Michigan,Iron County,25944
Michigan,Isabella County,23888
Michigan,Jackson County,28364
Michigan,Kalamazoo County,31975
Michigan,Kalkaska County,24358
Michigan,Kent County,32524
Michigan,Keweenaw County,34608
Michigan,Lake County,20461
Michigan,Lapeer County,30344
Michigan,Leelanau County,39073
Michigan,Lenawee County,27850
Michigan,Livingston County,40351
Michigan,Luce County,22350
Michigan,Mackinac County,28966
Michigan,Macomb County,32238
Michigan,Manistee County,26668
Michigan,Marquette County,27979
Michigan,Mason County,29549
Michigan,Mecosta County,23431
Michigan,Menominee County,27942
Michigan,Midland County,36142
Michigan,Missaukee County,23838
Michigan,Monroe County,31481
Michigan,Montcalm County,24200
Michigan,Montmorency County,23958
Michigan,Muskegon County,25435
Michigan,Newaygo County,25451
Michigan,Oakland County,44629
Michigan,Oceana County,24345
Michigan,Ogemaw County,23787
Michigan,Ontonagon County,25022
Michigan,Osceola County,22692
Michigan,Oscoda County,24889
Michigan,Otsego County,27234
Michigan,Ottawa County,31872
Michigan,Presque Isle County,28103
Michigan,Roscommon County,25807
Michigan,Saginaw County,28030
Michigan,St. Clair County,30703
Michigan,St. Joseph County,26248
Michigan,Sanilac County,25871
Michigan,Schoolcraft County,24647
Michigan,Shiawassee County,28437
Michigan,Tuscola County,25996
Michigan,Van Buren County,28049
Michigan,Washtenaw County,41399
Michigan,Wayne County,27282
Michigan,Wexford County,25149
Minnesota,Aitkin County,29275
Minnesota,Anoka County,36978
Minnesota,Becker County,31729
Minnesota,Beltrami County,25418
Minnesota,Benton County,29831
Minnesota,Big Stone County,29459
Minnesota,Blue Earth County,29677
Minnesota,Brown County,31237
Minnesota,Carlton County,29440
Minnesota,Carver County,47221
Minnesota,Cass County,30326
Minnesota,Chippewa County,30772
Minnesota,Chisago County,35021
Minnesota,Clay County,30768
Minnesota,Clearwater County,27178
Minnesota,Cook County,33194
Minnesota,Cottonwood County,27459
Minnesota,Crow Wing County,32368
Minnesota,Dakota County,41552
Minnesota,Dodge County,34399
Minnesota,Douglas County,36535
Minnesota,Faribault County,29991
Minnesota,Fillmore County,30392
Minnesota,Freeborn County,29316
Minnesota,Goodhue County,34803
Minnesota,Grant County,32871
Minnesota,Hennepin County,45768
Minnesota,Houston County,33032
Minnesota,Hubbard County,29896
Minnesota,Isanti County,34054
Minnesota,Itasca County,30286
Minnesota,Jackson County,34325
Minnesota,Kanabec County,28427
Minnesota,Kandiyohi County,31039
Minnesota,Kittson County,30539
Minnesota,Koochiching County,29834
Minnesota,Lac qui Parle County,32437
Minnesota,Lake County,34207
Minnesota,Lake of the Woods County,25640
Minnesota,Le Sueur County,33311
Minnesota,Lincoln County,30253
Minnesota,Lyon County,29634
Minnesota,McLeod County,32465
Minnesota,Mahnomen County,21279
Minnesota,Marshall County,30746
Minnesota,Martin County,31066
Minnesota,Meeker County,32368
Minnesota,Mille Lacs County,27758
Minnesota,Morrison County,29680
Minnesota,Mower County,29720
Minnesota,Murray County,31874
Minnesota,Nicollet County,33031
Minnesota,Nobles County,25939
Minnesota,Norman County,30422
Minnesota,Olmsted County,41066
Minnesota,Otter Tail County,32059
Minnesota,Pennington County,31159
Minnesota,Pine County,26407
Minnesota,Pipestone County,30540
Minnesota,Polk County,30078
Minnesota,Pope County,34166
Minnesota,Ramsey County,35013
Minnesota,Red Lake County,30037
Minnesota,Redwood County,28611
Minnesota,Renville County,31253
Minnesota,Rice County,31221
Minnesota,Rock County,31345
Minnesota,Roseau County,30193
Minnesota,St. Louis County,31537
Minnesota,Scott County,42155
Minnesota,Sherburne County,35439
Minnesota,Sibley County,32016
Minnesota,Stearns County,30994
Minnesota,Steele County,32477
Minnesota,Stevens County,32542
Minnesota,Swift County,31765
Minnesota,Todd County,26678
Minnesota,Traverse County,32548
Minnesota,Wabasha County,34442
Minnesota,Wadena County,24214
Minnesota,Waseca County,29929
Minnesota,Washington County,45822
Minnesota,Watonwan County,28341
Minnesota,Wilkin County,34543
Minnesota,Winona County,30013
Minnesota,Wright County,36260
Minnesota,Yellow Medicine County,29908
Mississippi,Adams County,18386
Mississippi,Alcorn County,23909
Mississippi,Amite County,21568
Mississippi,Attala County,21276
Mississippi,Benton County,20643
Mississippi,Bolivar County,18843
Mississippi,Calhoun County,19229
Mississippi,Carroll County,22385
Mississippi,Chickasaw County,19926
Mississippi,Choctaw County,22257
Mississippi,Claiborne County,14320
Mississippi,Clarke County,23988
Mississippi,Clay County,20599
Mississippi,Coahoma County,18985
Mississippi,Copiah County,20093
Mississippi,Covington County,19180
Mississippi,DeSoto County,30195
Mississippi,Forrest County,22534
Mississippi,Franklin County,23067
Mississippi,George County,22732
Mississippi,Greene County,16006
Mississippi,Grenada County,23135
Mississippi,Hancock County,27462
Mississippi,Harrison County,25415
Mississippi,Hinds County,23734
Mississippi,Holmes County,15291
Mississippi,Humphreys County,18513
Mississippi,Issaquena County,16388
Mississippi,Itawamba County,22806
Mississippi,Jackson County,27141
Mississippi,Jasper County,22523
Mississippi,Jefferson County,14659
Mississippi,Jefferson Davis County,20638
Mississippi,Jones County,23163
Mississippi,Kemper County,16995
Mississippi,Lafayette County,27765
Mississippi,Lamar County,30062
Mississippi,Lauderdale County,24698
Mississippi,Lawrence County,22980
Mississippi,Leake County,19893
Mississippi,Lee County,26369
Mississippi,Leflore County,18419
Mississippi,Lincoln County,23541
Mississippi,Lowndes County,26438
Mississippi,Madison County,38901
Mississippi,Marion County,19545
Mississippi,Marshall County,21853
Mississippi,Monroe County,23844
Mississippi,Montgomery County,24054
Mississippi,Neshoba County,19540
Mississippi,Newton County,20787
Mississippi,Noxubee County,18525
Mississippi,Oktibbeha County,22512
Mississippi,Panola County,19892
Mississippi,Pearl River County,23920
Mississippi,Perry County,23166
Mississippi,Pike County,17621
Mississippi,Pontotoc County,21191
Mississippi,Prentiss County,19693
Mississippi,Quitman County,15026
Mississippi,Rankin County,30835
Mississippi,Scott County,22203
Mississippi,Sharkey County,19958
Mississippi,Simpson County,23520
Mississippi,Smith County,23698
Mississippi,Stone County,23820
Mississippi,Sunflower County,15646
Mississippi,Tallahatchie County,16742
Mississippi,Tate County,23340
Mississippi,Tippah County,19501
Mississippi,Tishomingo County,20390
Mississippi,Tunica County,20579
Mississippi,Union County,21705
Mississippi,Walthall County,21123
Mississippi,Warren County,25661
Mississippi,Washington County,20174
Mississippi,Wayne County,23668
Mississippi,Webster County,22011
Mississippi,Wilkinson County,15475
Mississippi,Winston County,25263
Mississippi,Yalobusha County,20690
Mississippi,Yazoo County,19972
Missouri,Adair County,22847
Missouri,Andrew County,29338
Missouri,Atchison County,31248
Missouri,Audrain County,23024
Missouri,Barry County,25068
Missouri,Barton County,26509
Missouri,Bates County,27635
Missouri,Benton County,24317
Missouri,Bollinger County,21340
Missouri,Boone County,30415
Missouri,Buchanan County,26347
Missouri,Butler County,21652
Missouri,Caldwell County,24581
Missouri,Callaway County,25849
Missouri,Camden County,28275
Missouri,Cape Girardeau County,28267
Missouri,Carroll County,25715
Missouri,Carter County,22104
Missouri,Cass County,32868
Missouri,Cedar County,22623
Missouri,Chariton County,23903
Missouri,Christian County,28216
Missouri,Clark County,26490
Missouri,Clay County,34560
Missouri,Clinton County,29081
Missouri,Cole County,30422
Missouri,Cooper County,23961
Missouri,Crawford County,22220
Missouri,Dade County,23186
Missouri,Dallas County,23647
Missouri,Daviess County,24929
Missouri,DeKalb County,20125
Missouri,Dent County,22711
Missouri,Douglas County,21083
Missouri,Dunklin County,21801
Missouri,Franklin County,30278
Missouri,Gasconade County,28617
Missouri,Gentry County,24269
Missouri,Greene County,27525
Missouri,Grundy County,23497
Missouri,Harrison County,22032
Missouri,Henry County,26944
Missouri,Hickory County,20736
Missouri,Holt County,27520
Missouri,Howard County,23753
Missouri,Howell County,21048
Missouri,Iron County,21499
Missouri,Jackson County,31480
Missouri,Jasper County,24484
Missouri,Jefferson County,29999
Missouri,Johnson County,25380
Missouri,Knox County,22326
Missouri,Laclede County,23051
Missouri,Lafayette County,29565
Missouri,Lawrence County,22957
Missouri,Lewis County,22739
Missouri,Lincoln County,26848
Missouri,Linn County,25130
Missouri,Livingston County,23587
Missouri,McDonald County,20468
Missouri,Macon County,22136
Missouri,Madison County,24418
Missouri,Maries County,26226
Missouri,Marion County,25069
Missouri,Mercer County,23042
Missouri,Miller County,25827
Missouri,Mississippi County,18549
Missouri,Moniteau County,24224
Missouri,Monroe County,24697
Missouri,Montgomery County,24682
Missouri,Morgan County,21316
Missouri,New Madrid County,21419
Missouri,Newton County,28353
Missouri,Nodaway County,22915
Missouri,Oregon County,18398
Missouri,Osage County,29061
Missouri,Ozark County,18739
Missouri,Pemiscot County,20646
Missouri,Perry County,26609
Missouri,Pettis County,23576
Missouri,Phelps County,25202
Missouri,Pike County,22297
Missouri,Platte County,40567
Missouri,Polk County,22773
Missouri,Pulaski County,23651
Missouri,Putnam County,24758
Missouri,Ralls County,27023
Missouri,Randolph County,21240
Missouri,Ray County,29524
Missouri,Reynolds County,22720
Missouri,Ripley County,18119
Missouri,St. Charles County,38943
Missouri,St. Clair County,22520
Missouri,Ste. Genevieve County,29742
Missouri,St. Francois County,22578
Missouri,St. Louis County,41426
Missouri,Saline County,22942
Missouri,Schuyler County,19862
Missouri,Scotland County,27706
Missouri,Scott County,24921
Missouri,Shannon County,17387
Missouri,Shelby County,24304
Missouri,Stoddard County,22138
Missouri,Stone County,29026
Missouri,Sullivan County,22370
Missouri,Taney County,23776
Missouri,Texas County,19973
Missouri,Vernon County,24312
Missouri,Warren County,28641
Missouri,Washington County,20581
Missouri,Wayne County,19457
Missouri,Webster County,22961
Missouri,Worth County,26137
Missouri,Wright County,19850
Missouri,St. Louis city,30542
Montana,Beaverhead County,28401
Montana,Big Horn County,18934
Montana,Blaine County,19258
Montana,Broadwater County,31631
Montana,Carbon County,33067
Montana,Carter County,28577
Montana,Cascade County,30110
Montana,Chouteau County,23769
Montana,Custer County,30504
Montana,Daniels County,35133
Montana,Dawson County,31658
Montana,Deer Lodge County,26241
Montana,Fallon County,37024
Montana,Fergus County,30529
Montana,Flathead County,31694
Montana,Gallatin County,36924
Montana,Garfield County,28541
Montana,Glacier County,18043
Montana,Golden Valley County,30790
Montana,Granite County,30752
Montana,Hill County,23589
Montana,Jefferson County,32773
Montana,Judith Basin County,28811
Montana,Lake County,25388
Montana,Lewis and Clark County,34504
Montana,Liberty County,43320
Montana,Lincoln County,25081
Montana,McCone County,27912
Montana,Madison County,35719
Montana,Meagher County,24723
Montana,Mineral County,23621
Montana,Missoula County,31897
Montana,Musselshell County,24979
Montana,Park County,35123
Montana,Petroleum County,31177
Montana,Phillips County,25605
Montana,Pondera County,25633
Montana,Powder River County,32094
Montana,Powell County,26456
Montana,Prairie County,27377
Montana,Ravalli County,29761
Montana,Richland County,33109
Montana,Roosevelt County,18657
Montana,Rosebud County,24922
Montana,Sanders County,25309
Montana,Sheridan County,36091
Montana,Silver Bow County,27706
Montana,Stillwater County,32301
Montana,Sweet Grass County,30050
Montana,Teton County,28022
Montana,Toole County,27528
Montana,Treasure County,29763
Montana,Valley County,27946
Montana,Wheatland County,21619
Montana,Wibaux County,25591
Montana,Yellowstone County,34451
Nebraska,Adams County,28729
Nebraska,Antelope County,26523
Nebraska,Arthur County,25906
Nebraska,Banner County,27552
Nebraska,Blaine County,25097
Nebraska,Boone County,33027
Nebraska,Box Butte County,28156
Nebraska,Boyd County,29871
Nebraska,Brown County,30674
Nebraska,Buffalo County,31043
Nebraska,Burt County,31635
Nebraska,Butler County,30095
Nebraska,Cass County,33851
Nebraska,Cedar County,30163
Nebraska,Chase County,30080
Nebraska,Cherry County,29415
Nebraska,Cheyenne County,31294
Nebraska,Clay County,27539
Nebraska,Colfax County,23603
Nebraska,Cuming County,29765
Nebraska,Custer County,33561
Nebraska,Dakota County,25269
Nebraska,Dawes County,25383
Nebraska,Dawson County,25956
Nebraska,Deuel County,26351
Nebraska,Dixon County,27634
Nebraska,Dodge County,28019
Nebraska,Douglas County,35307
Nebraska,Dundy County,25479
Nebraska,Fillmore County,34483
Nebraska,Franklin County,28365
Nebraska,Frontier County,28899
Nebraska,Furnas County,27021
Nebraska,Gage County,29565
Nebraska,Garden County,35050
Nebraska,Garfield County,29146
Nebraska,Gosper County,37565
Nebraska,Grant County,23264
Nebraska,Greeley County,26553
Nebraska,Hall County,28359
Nebraska,Hamilton County,32131
Nebraska,Harlan County,28919
Nebraska,Hayes County,31286
Nebraska,Hitchcock County,30037
Nebraska,Holt County,31785
Nebraska,Hooker County,27714
Nebraska,Howard County,27489
Nebraska,Jefferson County,27461
Nebraska,Johnson County,24072
Nebraska,Kearney County,31094
Nebraska,Keith County,29823
Nebraska,Keya Paha County,28853
Nebraska,Kimball County,27478
Nebraska,Knox County,28409
Nebraska,Lancaster County,32378
Nebraska,Lincoln County,31567
Nebraska,Logan County,24355
Nebraska,Loup County,27726
Nebraska,McPherson County,30063
Nebraska,Madison County,28179
Nebraska,Merrick County,28795
Nebraska,Morrill County,26951
Nebraska,Nance County,29454
Nebraska,Nemaha County,29574
Nebraska,Nuckolls County,30078
Nebraska,Otoe County,31450
Nebraska,Pawnee County,27162
Nebraska,Perkins County,35765
Nebraska,Phelps County,32864
Nebraska,Pierce County,32040
Nebraska,Platte County,30331
Nebraska,Polk County,30234
Nebraska,Red Willow County,27392
Nebraska,Richardson County,28309
Nebraska,Rock County,36140
Nebraska,Saline County,24627
Nebraska,Sarpy County,36058
Nebraska,Saunders County,33851
Nebraska,Scotts Bluff County,27978
Nebraska,Seward County,32040
Nebraska,Sheridan County,29477
Nebraska,Sherman County,28448
Nebraska,Sioux County,28646
Nebraska,Stanton County,29117
Nebraska,Thayer County,29632
Nebraska,Thomas County,36572
Nebraska,Thurston County,20141
Nebraska,Valley County,29378
Nebraska,Washington County,35145
Nebraska,Wayne County,27671
Nebraska,Webster County,29969
Nebraska,Wheeler County,29037
Nebraska,York County,32975
Nevada,Churchill County,28462
Nevada,Clark County,30704
Nevada,Douglas County,38814
Nevada,Elko County,33875
Nevada,Esmeralda County,25849
Nevada,Eureka County,34249
Nevada,Humboldt County,33362
Nevada,Lander County,34000
Nevada,Lincoln County,26432
Nevada,Lyon County,27855
Nevada,Mineral County,22921
Nevada,Nye County,25558
Nevada,Pershing County,19891
Nevada,Storey County,37941
Nevada,Washoe County,36071
Nevada,White Pine County,25675
Nevada,Carson City,31549
New Hampshire,Belknap County,37430
New Hampshire,Carroll County,37490
New Hampshire,Cheshire County,33946
New Hampshire,Coos County,27393
New Hampshire,Grafton County,37750
New Hampshire,Hillsborough County,40955
New Hampshire,Merrimack County,37367
New Hampshire,Rockingham County,47222
New Hampshire,Strafford County,35601
New Hampshire,Sullivan County,33042
New Jersey,Atlantic County,33284
New Jersey,Bergen County,51214
New Jersey,Burlington County,43187
New Jersey,Camden County,35958
New Jersey,Cape May County,40389
New Jersey,Cumberland County,25694
New Jersey,Essex County,38722
New Jersey,Gloucester County,39337
New Jersey,Hudson County,40740
New Jersey,Hunterdon County,57098
New Jersey,Mercer County,43086
New Jersey,Middlesex County,39599
New Jersey,Monmouth County,51700
New Jersey,Morris County,58109
New Jersey,Ocean County,36100
New Jersey,Passaic County,32064
New Jersey,Salem County,34047
New Jersey,Somerset County,55828
New Jersey,Sussex County,44728
New Jersey,Union County,41603
New Jersey,Warren County,39802
New Mexico,Bernalillo County,30734
New Mexico,Catron County,21989
New Mexico,Chaves County,22041
New Mexico,Cibola County,20018
New Mexico,Colfax County,24035
New Mexico,Curry County,23021
New Mexico,De Baca County,17376
New Mexico,Doña Ana County,22154
New Mexico,Eddy County,30246
New Mexico,Grant County,25590
New Mexico,Guadalupe County,17420
New Mexico,Harding County,34721
New Mexico,Hidalgo County,22009
New Mexico,Lea County,25585
New Mexico,Lincoln County,27454
New Mexico,Los Alamos County,60746
New Mexico,Luna County,17168
New Mexico,McKinley County,15931
New Mexico,Mora County,19864
New Mexico,Otero County,23170
New Mexico,Quay County,19784
New Mexico,Rio Arriba County,22911
New Mexico,Roosevelt County,20123
New Mexico,Sandoval County,29255
New Mexico,San Juan County,23235
New Mexico,San Miguel County,20762
New Mexico,Santa Fe County,38520
New Mexico,Sierra County,25344
New Mexico,Socorro County,18948
New Mexico,Taos County,25646
New Mexico,Torrance County,20876
New Mexico,Union County,22116
New Mexico,Valencia County,23675
New York,Albany County,37635
New York,Allegany County,24857
New York,Bronx County,21778
New York,Broome County,28699
New York,Cattaraugus County,25822
New York,Cayuga County,30509
New York,Chautauqua County,26165
New York,Chemung County,28778
New York,Chenango County,27708
New York,Clinton County,27761
New York,Columbia County,38268
New York,Cortland County,28229
New York,Delaware County,27701
New York,Dutchess County,40093
New York,Erie County,33598
New York,Essex County,31667
New York,Franklin County,25406
New York,Fulton County,27443
New York,Genesee County,30511
New York,Greene County,28433
New York,Hamilton County,24851
New York,Herkimer County,27850
New York,Jefferson County,26194
New York,Kings County,34173
New York,Lewis County,26708
New York,Livingston County,28701
New York,Madison County,30469
New York,Monroe County,33840
New York,Montgomery County,26521
New York,Nassau County,51422
New York,New York County,76592
New York,Niagara County,30971
New York,Oneida County,29687
New York,Onondaga County,34002
New York,Ontario County,36835
New York,Orange County,34959
New York,Orleans County,26298
New York,Oswego County,28587
New York,Otsego County,28849
New York,Putnam County,47448
New York,Queens County,31930
New York,Rensselaer County,35903
New York,Richmond County,36907
New York,Rockland County,39286
New York,St. Lawrence County,25378
New York,Saratoga County,43065
New York,Schenectady County,32417
New York,Schoharie County,30397
New York,Schuyler County,27678
New York,Seneca County,28245
New York,Steuben County,29886
New York,Suffolk County,44465
New York,Sullivan County,30446
New York,Tioga County,31822
New York,Tompkins County,33075
New York,Ulster County,34834
New York,Warren County,35271
New York,Washington County,28530
New York,Wayne County,31043
New York,Westchester County,57049
New York,Wyoming County,27947
New York,Yates County,28270
North Carolina,Alamance County,27312
North Carolina,Alexander County,26688
North Carolina,Alleghany County,23267
North Carolina,Anson County,21635
North Carolina,Ashe County,24814
North Carolina,Avery County,21167
North Carolina,Beaufort County,27504
North Carolina,Bertie County,22947
North Carolina,Bladen County,23440
North Carolina,Brunswick County,33312
North Carolina,Buncombe County,32426
North Carolina,Burke County,24481
North Carolina,Cabarrus County,32255
North Carolina,Caldwell County,23869
North Carolina,Camden County,28221
North Carolina,Carteret County,33722
North Carolina,Caswell County,23901
North Carolina,Catawba County,28224
North Carolina,Chatham County,40967
North Carolina,Cherokee County,23902
North Carolina,Chowan County,26256
North Carolina,Clay County,28467
North Carolina,Cleveland County,22589
North Carolina,Columbus County,22608
North Carolina,Craven County,29521
North Carolina,Cumberland County,24936
North Carolina,Currituck County,31849
North Carolina,Dare County,34578
North Carolina,Davidson County,25988
North Carolina,Davie County,31173
North Carolina,Duplin County,20254
North Carolina,Durham County,35398
North Carolina,Edgecombe County,20626
North Carolina,Forsyth County,30769
North Carolina,Franklin County,27294
North Carolina,Gaston County,27352
North Carolina,Gates County,25846
North Carolina,Graham County,20323
North Carolina,Granville County,27131
North Carolina,Greene County,19168
North Carolina,Guilford County,30767
North Carolina,Halifax County,21848
North Carolina,Harnett County,23767
North Carolina,Haywood County,30490
North Carolina,Henderson County,31564
North Carolina,Hertford County,20119
North Carolina,Hoke County,20991
North Carolina,Hyde County,18245
North Carolina,Iredell County,33194
North Carolina,Jackson County,25347
North Carolina,Johnston County,27924
North Carolina,Jones County,21928
